item_id,index_name,index_description,index_publication_date,index_application_period,expiration_time,index_application_deadline,index_execution_timeframe,index_place_of_execution,awarded_number,awarded_name,awarded_place_of_execution,awarded_execution_timeframe,awarded_application_period,awarded_opening_date,awarded_period,awarded_bidders_request,action_number,action_name,contracting_authority_name,contracting_authority_address,contracting_authority_email,brief_description
401381,"A042022 Pro.Admin
Ein Change-Management-Prozess für 
die Zentralverwaltung und zentr. Einrichtungen der Universität Göttingen",Georg-August-Universität Göttingen SdÖR,05.08.2022,"Aug 5, 2022 until Sep 5, 2022, 10:00 AM",,"Sep 5, 2022, 10:00 AM",27.01.2023 until 31.07.2025,37073 Göttingen,A042022,Pro.Admin\nEin Change-Management-Prozess f\xc3\xbcr \ndie Zentralverwaltung und zentr. Einrichtungen der Universit\xc3\xa4t G\xc3\xb6ttingen,37073 G\xc3\xb6ttingen,27.01.2023 until 31.07.2025,"Aug 5, 2022 until Sep 5, 2022, 10:00 AM",,"Nov 16, 2022","Aug 26, 2022, 10:00 AM",A042022,Pro.Admin / Change-Management-Prozess,Georg-August-Universit\xc3\xa4t G\xc3\xb6ttingen Sd\xc3\x96R,Heinrich-D\xc3\xbcker-Weg 5\n37073 G\xc3\xb6ttingen,vergabestelle_gm23@zvw.uni-goettingen.de,There is no further information avaiable.
401378,VM_22200_VOB_OE_Schu Baufeldfreimachung Rodungsmaßnahmen,"Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen",05.08.2022,"Aug 4, 2022 until Aug 31, 2022","Aug 31, 2022, 11:30 AM",,not specified,12249 und 13627 Berlin,VM_22200_VOB_OE_Schu,Baufeldfreimachung Rodungsma\xc3\x9fnahmen,12249 und 13627 Berlin,,"Aug 4, 2022 until Aug 31, 2022","Aug 31, 2022, 11:30 AM","Sep 30, 2022","Aug 23, 2022, 9:00 AM",VM_10805E70002,Kooperative Leitstelle der Polizei und Feuerwehr,"Senatsverwaltung f\xc3\xbcr Stadtentwicklung, Bauen und Wohnen",Fehrbelliner Platz 2\n10707 Berlin,vergabe-hochbau@senstadt.berlin.de,There is no further information avaiable.
401377,"H23g211722 Elektroinstallationsarbeiten, Photovoltaikanlage","LHM, Baureferat, Verwaltung und Recht",05.08.2022,"Aug 2, 2022 until Sep 27, 2022","Sep 27, 2022, 10:00 AM",,20.02.2023 until 07.08.2023,81671 München,H23g211722,"Elektroinstallationsarbeiten, Photovoltaikanlage",81671 M\xc3\xbcnchen,20.02.2023 until 07.08.2023,"Aug 2, 2022 until Sep 27, 2022","Sep 27, 2022, 10:00 AM","Oct 27, 2022","Sep 21, 2022, 10:00 AM",12HI.004959,Neubau Gymnasium Gmunder Stra\xc3\x9fe,"LHM, Baureferat, Verwaltung und Recht",Friedenstra\xc3\x9fe 40\n81671 M\xc3\xbcnchen,bekanntmachungen.vz2.bau@muenchen.de,"Auf dem Dach des Neubaugeb\xc3\xa4udes der Schule an der Gmunderstrasse in M\xc3\xbcnchen, soll eine Photovoltaikanlage errichtet werden. Die PV-Anlage wird als Eigenverbrauchsanlage mit \xc3\x9cberschusseinspeisung realisiert."
401374,22E0083 Metallbauarbeiten - Fenster und Türen,Staatliches Bauamt Traunstein,05.08.2022,"Aug 7, 2022 until Sep 13, 2022","Sep 13, 2022, 9:00 AM",,not specified,83483 Bischofswiesen,22E0083,Metallbauarbeiten - Fenster und T\xc3\xbcren,83483 Bischofswiesen,,"Aug 7, 2022 until Sep 13, 2022",,"Nov 12, 2022","Sep 7, 2022, 9:00 AM",40220 E 0010,Standortschie\xc3\x9fanlage Bischofswiesen,Staatliches Bauamt Traunstein,Rosenheimer Stra\xc3\x9fe 7\n83278 Traunstein,onlineVergabe@stbats.bayern.de,There is no further information avaiable.
401372,22D0467 Objektplanung Gebäude,Staatliches Bauamt Würzburg,05.08.2022,"Aug 7, 2022 until Sep 20, 2022, 9:55 AM",,"Sep 20, 2022, 9:55 AM",01/2023 until 03/2032,97080 Würzburg,22D0467,Objektplanung Geb\xc3\xa4ude,97080 W\xc3\xbcrzburg,01/2023 until 03/2032,"Aug 7, 2022 until Sep 20, 2022, 9:55 AM",,"Jan 6, 2023","Sep 15, 2022, 9:55 AM",15184 E 1015,"UKW-Nord, Erschlie\xc3\x9fung u. HKW II",Staatliches Bauamt W\xc3\xbcrzburg,Wei\xc3\x9fenburgstra\xc3\x9fe 6\n97082 W\xc3\xbcrzburg,vergabe@stbawue.bayern.de,Objektplanung Geb\xc3\xa4ude Energiezentrale zur Erschlie\xc3\x9fung des Erweiterungsgel\xc3\xa4ndes Nord des Universit\xc3\xa4t Klinikums W\xc3\xbcrzburg inklusive des Neubaus einer Energiezentrale (HKW II) f\xc3\xbcr 1.BA Neubau Kopfklinken (KKL) und Zentrum Frauen Mutter Kind (ZFMK).
401370,2022-IIIB3-00100 Erneuerung der Beleuchtung in der Bibliothek,Berliner Hochschule für Technik,05.08.2022,"Aug 5, 2022 until Aug 31, 2022","Aug 31, 2022, 11:00 AM",,10.10.2022 until 16.12.2022,13353 Berlin,2022-IIIB3-00100,Erneuerung der Beleuchtung in der Bibliothek,13353 Berlin,10.10.2022 until 16.12.2022,"Aug 5, 2022 until Aug 31, 2022","Aug 31, 2022, 11:00 AM","Sep 30, 2022","Aug 24, 2022, 11:00 AM",2.2,IIIB,Berliner Hochschule f\xc3\xbcr Technik,Luxemburger Str. 10\n13353 Berlin,ausschreibung@bht-berlin.de,There is no further information avaiable.
401369,164_22 WC Sanierung SHL,Universitätsstadt Siegen,05.08.2022,"Aug 5, 2022 until Aug 31, 2022","Aug 31, 2022, 10:00 AM",,Spät. 10 Werktage nach Zugang d. Auftrags until Januar 2023,57080 Siegen,164_22,WC Sanierung SHL,57080 Siegen,Sp\xc3\xa4t. 10 Werktage nach Zugang d. Auftrags until Januar 2023,"Aug 5, 2022 until Aug 31, 2022","Aug 31, 2022, 10:00 AM","Sep 30, 2022","Aug 29, 2022, 10:00 AM",164_22,Grundschule Eisern,Universit\xc3\xa4tsstadt Siegen,Rathaus Geisweid / Lindenplatz 7\n57078 Siegen,vergabestelle@siegen.de,"Be- und Entw\xc3\xa4sserungsleitungen, ca. 27 St. Sanit\xc3\xa4arobjekte und Zubeh\xc3\xb6r, 1 St. Zu- und Abluftanlage"
401364,22 E 091 Ersatzbeschaffung der Videokonferenz--Software Cisco Webex,Stadt Regensburg,05.08.2022,"Aug 7, 2022 until Sep 6, 2022","Sep 6, 2022, 11:59 PM",,not specified,93047 Regensburg,22 E 091,Ersatzbeschaffung der Videokonferenz--Software Cisco Webex,93047 Regensburg,,"Aug 7, 2022 until Sep 6, 2022",,"Nov 30, 2022","Sep 6, 2022, 11:59 PM",2022.4,IUK 2022,Stadt Regensburg,D.-Martin-Luther-Stra\xc3\x9fe 3\n93047 Regensburg,vergabestelle@regensburg.de,There is no further information avaiable.
401362,Verg_065_22 Bodenbelagsarbeiten,Studentenwerk München - Anstalt des öffentlichen Rechts,05.08.2022,"Aug 5, 2022 until Sep 8, 2022","Sep 8, 2022, 11:00 AM",,09.11.2022 until 21.03.2023,80539 München,Verg_065_22,Bodenbelagsarbeiten,80539 M\xc3\xbcnchen,09.11.2022 until 21.03.2023,"Aug 5, 2022 until Sep 8, 2022","Sep 8, 2022, 11:00 AM","Oct 8, 2022","Sep 7, 2022, 11:00 AM",KAU,Neu- und Umbau des Marie-Antonie-Hauses,Studentenwerk M\xc3\xbcnchen - Anstalt des \xc3\xb6ffentlichen Rechts,Leopoldstra\xc3\x9fe 15\n80802 M\xc3\xbcnchen,vergabestelle@stwm.de,"Vorbereitungen:Untergrund reinigen: 1.810 m2; Haftgrund: 1.810 m2; Estrich spachteln: 1.810m2; Unebenheiten spachteln 500 m2; Entfernen des \xc3\x9cberstandesRandd\xc3\xa4mmstreifen 1985 m;Kautschuk B\xc3\xb6den:Kautschukbodenbelag in geschossweise unterschiedlicher Farbe:EG 215 m2; 1., 2. und 3.OG: je 429m2; 4.OG: 207 m2;Sockelleiste Kautschuk in geschossweise unterschiedlicher Farbe:EG: 200m, 1.,2. und 3.OG: 415mErstpflege Kautschuk: 1730 m2; Zulage f\xc3\xbcr vorgezogene Montage einesMusterappartementsParkett B\xc3\xb6den:Maissivholzparkett: 61m2; 2-Schicht-Parkett: 30,5m2;Massivholzsockelleiste 50 m;"
401359,122157 Pflanzung,Straßenbauamt Neustrelitz,05.08.2022,"Aug 5, 2022 until Sep 13, 2022","Sep 13, 2022, 10:00 AM",,17.10.2022 until 30.09.2027,17235 Neustrelitz,122157,Pflanzung,17235 Neustrelitz,17.10.2022 until 30.09.2027,"Aug 5, 2022 until Sep 13, 2022","Sep 13, 2022, 10:00 AM","Oct 10, 2022","Sep 7, 2022, 1:00 PM",132244,L 25 Mirow-Granzow,Stra\xc3\x9fenbauamt Neustrelitz,Hertelstra\xc3\x9fe 8\n17235 Neustrelitz,vergabe-sba-nz@sbv.mv-regierung.de,Bei der ausgeschriebenen Leistung handelt es sich um eine Pflanzung zur Entwicklung des Alleenbestandes gem\xc3\xa4\xc3\x9f Punkt 5.3 AlErl 2015 im Landkreis Mecklenburgische Seenplatte.
401353,001-2022 Landschaftsbauarbeiten,Landratsamt Aschaffenburg,05.08.2022,"Aug 4, 2022 until Sep 5, 2022","Sep 5, 2022, 11:00 AM",,Oktober 2022 until März 2022,63762 Großostheim,001-2022,Landschaftsbauarbeiten,63762 Gro\xc3\x9fostheim,Oktober 2022 until M\xc3\xa4rz 2022,"Aug 4, 2022 until Sep 5, 2022","Sep 5, 2022, 11:00 AM","Oct 5, 2022","Aug 30, 2022, 11:00 AM",13 6302 OU Pflaumheim,AB1 / AB3 Ortumgehung Pflaumheim,Landratsamt Aschaffenburg,Bayernstra\xc3\x9fe 18\n63739 Aschaffenburg,tiefbau@lra-ab.bayern.de,"Vorbereitende Ma\xc3\x9fnahmen, Ausgleichsma\xc3\x9fnahmen (CEF - FCS)"
401349,A0121100019 BAU - Lastenaufzug,Die Autobahn GmbH des Bundes – Niederlassung Südbayern,05.08.2022,"Aug 5, 2022 until Aug 23, 2022","Aug 23, 2022, 9:00 AM",,12.05.2023 until 31.05.2023,82319 Oberdill,A0121100019,BAU - Lastenaufzug,82319 Oberdill,12.05.2023 until 31.05.2023,"Aug 5, 2022 until Aug 23, 2022","Aug 23, 2022, 9:05 AM","Sep 22, 2022","Aug 18, 2022, 9:05 AM",A-01211-00,H.3.076 N AM Starnberg gr Kfz-Halle,Die Autobahn GmbH des Bundes \xe2\x80\x93 Niederlassung S\xc3\xbcdbayern,Seidlstr. 7-11\n80335 M\xc3\xbcnchen,vergabe.suedbayern@autobahn.de,Lastenaufzug1-S\xc3\xa4ulen-Hebeb\xc3\xbchne und Kleinteileheber mit Lastkorb
401344,322065 B 103 1. BA AS Schutow bis Evershagen,Straßenbauamt Stralsund,05.08.2022,"Aug 5, 2022 until Aug 24, 2022","Aug 24, 2022, 10:05 AM",,10.10.2022 until 25.11.2022,18069 Rostock,322065,B 103 1. BA AS Schutow bis Evershagen,18069 Rostock,10.10.2022 until 25.11.2022,"Aug 5, 2022 until Aug 24, 2022","Aug 24, 2022, 10:05 AM","Sep 16, 2022","Aug 19, 2022, 11:00 AM",322109,B 103 DE AS Schutow - AS L\xc3\xbctten Klein,Stra\xc3\x9fenbauamt Stralsund,Greifswalder Chaussee 63b\n18439 Stralsund,vergabe-sba-hst@sbv.mv-regierung.de,- Baustelle einr/ Baustelle r\xc3\xa4umen - Entsorgung - Verkehrssicherung - Schichten ohne Bindemittel- Asphaltarbeiten - Fahrbahnmarkierung
401338,EU-V0507-22FAS VE3087 Lüftung Pier H,Fraport Ausbau Süd GmbH,05.08.2022,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,not specified,1. Quartal 2023 until 3. Quartal 2025,60547 Frankfurt am Main Flughafen,EU-V0507-22FAS,VE3087 L\xc3\xbcftung Pier H,60547 Frankfurt am Main Flughafen,1. Quartal 2023 until 3. Quartal 2025,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,Date was hidden by the authority,"Sep 5, 2022, 11:59 PM",B-000003,Neubau Terminal 3 - NBT3,Fraport Ausbau S\xc3\xbcd GmbH,Geb\xc3\xa4ude 555\n60547 Frankfurt am Main,ausschreibung@fraport-ausbau-sued.de,There is no further information avaiable.
401337,EU-V0506-22FAS VE3082 Heizung Kälte Pier H,Fraport Ausbau Süd GmbH,05.08.2022,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,not specified,1. Quartal 2023 until 3. Quartal 2025,60547 Frankfurt am Main Flughafen,EU-V0506-22FAS,VE3082 Heizung K\xc3\xa4lte Pier H,60547 Frankfurt am Main Flughafen,1. Quartal 2023 until 3. Quartal 2025,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,Date was hidden by the authority,"Sep 5, 2022, 11:59 PM",B-000003,Neubau Terminal 3 - NBT3,Fraport Ausbau S\xc3\xbcd GmbH,Geb\xc3\xa4ude 555\n60547 Frankfurt am Main,ausschreibung@fraport-ausbau-sued.de,There is no further information avaiable.
401336,"22D0464 Fachplanung Technische Gebäudeausrüstung Anlagengr. 4, 5 und 6",Staatliches Bauamt Würzburg,05.08.2022,"Aug 7, 2022 until Sep 7, 2022, 9:50 AM",,"Sep 7, 2022, 9:50 AM",11/2022 until 03/2030,97080 Würzburg,22D0464,"Fachplanung Technische Geb\xc3\xa4udeausr\xc3\xbcstung Anlagengr. 4, 5 und 6",97080 W\xc3\xbcrzburg,11/2022 until 03/2030,"Aug 7, 2022 until Sep 7, 2022, 9:50 AM",,"Dec 19, 2022","Sep 7, 2022, 9:50 AM",15184 E 1015,"UKW-Nord, Erschlie\xc3\x9fung u. HKW II",Staatliches Bauamt W\xc3\xbcrzburg,Wei\xc3\x9fenburgstra\xc3\x9fe 6\n97082 W\xc3\xbcrzburg,vergabe@stbawue.bayern.de,"Fachplanung ITechnische Geb\xc3\xa4udeausr\xc3\xbcstung der Anlagengruppen 4, 5 und 6 zur Erschlie\xc3\x9fung des Erweiterungsgel\xc3\xa4ndes Nord des Universit\xc3\xa4t Klinikums W\xc3\xbcrzburg inklusive des Neubaus einer Energiezentrale (HKW II) f\xc3\xbcr 1.BA Neubau Kopfklinken (KKL) und Zentrum Frauen Mutter Kind (ZFMK)."
401335,EU-V0505-22FAS VE3078 Sanitär Pier H,Fraport Ausbau Süd GmbH,05.08.2022,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,not specified,1. Quartal 2023 until 3. Quartal 2025,60547 Frankfurt am Main Flughafen,EU-V0505-22FAS,VE3078 Sanit\xc3\xa4r Pier H,60547 Frankfurt am Main Flughafen,1. Quartal 2023 until 3. Quartal 2025,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,Date was hidden by the authority,"Sep 5, 2022, 11:59 PM",B-000003,Neubau Terminal 3 - NBT3,Fraport Ausbau S\xc3\xbcd GmbH,Geb\xc3\xa4ude 555\n60547 Frankfurt am Main,ausschreibung@fraport-ausbau-sued.de,There is no further information avaiable.
401334,EU-V0504-22FAS VE3084 RLT Terminal,Fraport Ausbau Süd GmbH,05.08.2022,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,not specified,1. Quartal 2023 until 1. Quartal 2026,60547 Frankfurt am Main Flughafen,EU-V0504-22FAS,VE3084 RLT Terminal,60547 Frankfurt am Main Flughafen,1. Quartal 2023 until 1. Quartal 2026,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,Date was hidden by the authority,"Sep 5, 2022, 11:59 PM",B-000003,Neubau Terminal 3 - NBT3,Fraport Ausbau S\xc3\xbcd GmbH,Geb\xc3\xa4ude 555\n60547 Frankfurt am Main,ausschreibung@fraport-ausbau-sued.de,There is no further information avaiable.
401332,EU-V0503-22FAS VE3077 Sanitär Terminal,Fraport Ausbau Süd GmbH,05.08.2022,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,not specified,1. Quartal 2023 until 1. Quartal 2026,60547 Frankfurt am Main Flughafen,EU-V0503-22FAS,VE3077 Sanit\xc3\xa4r Terminal,60547 Frankfurt am Main Flughafen,1. Quartal 2023 until 1. Quartal 2026,"Aug 5, 2022 until Sep 6, 2022, 11:59 PM",,Date was hidden by the authority,"Sep 5, 2022, 11:59 PM",B-000003,Neubau Terminal 3 - NBT3,Fraport Ausbau S\xc3\xbcd GmbH,Geb\xc3\xa4ude 555\n60547 Frankfurt am Main,ausschreibung@fraport-ausbau-sued.de,There is no further information avaiable.
401331,22E00178 KKE 34 Heizungstechnische Anlage,Gebäudemanagement Schleswig-Holstein AöR,05.08.2022,"Aug 3, 2022 until Sep 7, 2022","Sep 7, 2022, 8:30 AM",,"in der 10. KW 2023, spätestens am letzten Werktag dieser KW until in der 52. KW 2023, spätestens am letzten Werktag dieser KW",23566 JVA Lübeck,22E00178,KKE 34 Heizungstechnische Anlage,23566 JVA L\xc3\xbcbeck,"in der 10. KW 2023, sp\xc3\xa4testens am letzten Werktag dieser KW until in der 52. KW 2023, sp\xc3\xa4testens am letzten Werktag dieser KW","Aug 3, 2022 until Sep 7, 2022",,"Nov 6, 2022","Aug 31, 2022, 8:30 AM",21740104,JVA HL / Ersatzbau Hafthaus B,Geb\xc3\xa4udemanagement Schleswig-Holstein A\xc3\xb6R,Schillstra\xc3\x9fe 1-3\n23566 L\xc3\xbcbeck,bieteranfragen-vob@gmsh.de,There is no further information avaiable.
401327,Verg_EU-064_22 Pfosten-Riegel-Fassade,Studentenwerk München - Anstalt des öffentlichen Rechts,05.08.2022,"Aug 7, 2022 until Sep 6, 2022","Sep 6, 2022, 1:00 PM",,zw. KW 49/2022 und KW 01/2023 until 08.02.2023,80797 München,Verg_EU-064_22,Pfosten-Riegel-Fassade,80797 M\xc3\xbcnchen,zw. KW 49/2022 und KW 01/2023 until 08.02.2023,"Aug 7, 2022 until Sep 6, 2022",,"Oct 31, 2022","Aug 30, 2022, 1:00 PM",SRS,SRS - Neubau einer Studentenwohn-,Studentenwerk M\xc3\xbcnchen - Anstalt des \xc3\xb6ffentlichen Rechts,Leopoldstra\xc3\x9fe 15\n80802 M\xc3\xbcnchen,vergabestelle@stwm.de,"Pfosten-Riegel-Fassade f\xc3\xbcr den Neubau eines Studentenwohnheims in M\xc3\xbcnchen- Erstellen einer Pfosten-Riegel-Fassade in Stahl, ca. 130m2- Einbau von ein- und zweifl\xc3\xbcgeligen T\xc3\xbcranlagen und Paneelfeldern"
401326,MfN-07-2022-O-BH-ZP Transkription Etiketten Transkription von Etikettenfotos aus der Insektensammlung und Übertragung der Informationen in eine Datenbank,Museum für Naturkunde - Leibnitz-Institut für Biodiversitätsforschung,04.08.2022,"Aug 6, 2022 until Sep 7, 2022","Sep 8, 2022, 10:00 AM",,01.10.2022 until 31.05.2023,10115 Berlin,MfN-07-2022-O-BH-ZP Transkription Etiketten,Transkription von Etikettenfotos aus der Insektensammlung und \xc3\x9cbertragung der Informationen in eine Datenbank,10115 Berlin,01.10.2022 until 31.05.2023,"Aug 6, 2022 until Sep 7, 2022",,"Nov 7, 2022","Sep 1, 2022, 10:00 AM",Einkauf 2022,Einkauf,Museum f\xc3\xbcr Naturkunde - Leibnitz-Institut f\xc3\xbcr Biodiversit\xc3\xa4tsforschung,Invalidenstra\xc3\x9fe 43\n10115 Berlin,ausschreibungen@mfn.berlin,There is no further information avaiable.
401325,T50212522 Natriumchlorid-Sole,"LHM, Baureferat, Verwaltung und Recht",04.08.2022,"Aug 2, 2022 until Sep 1, 2022","Sep 1, 2022, 1:40 PM",,ab Beauftragung until nach 12 Monaten,81671 München,T50212522,Natriumchlorid-Sole,81671 M\xc3\xbcnchen,ab Beauftragung until nach 12 Monaten,"Aug 2, 2022 until Sep 1, 2022",,"Nov 11, 2022","Aug 26, 2022, 1:40 PM",T20-VG6,"Liefer- und Dienstleistungen der LH M\xc3\xbcnchen, Baureferat","LHM, Baureferat, Verwaltung und Recht",Friedenstra\xc3\x9fe 40\n81671 M\xc3\xbcnchen,bekanntmachungen.vz2.bau@muenchen.de,RahmenvertragLieferung von Natriumchlorid-SoleWinterdienst
401324,2022-13 Erarbeitung einer Aufgabenerstellung für die Ausarbeitung eines zukunftsorientierten Leitbildprozesses,Landkreis Sächsische Schweiz-Osterzgebirge,04.08.2022,"Aug 4, 2022 until Aug 25, 2022","Aug 25, 2022, 8:00 AM",,26.09.2022 until 28.02.2023,01796 Pirna,2022-13,Erarbeitung einer Aufgabenerstellung f\xc3\xbcr die Ausarbeitung eines zukunftsorientierten Leitbildprozesses,01796 Pirna,26.09.2022 until 28.02.2023,"Aug 4, 2022 until Aug 25, 2022",,"Sep 24, 2022","Aug 18, 2022, 4:00 PM",2022-Allgemein,Liefer- und Dienstleistungen,Landkreis S\xc3\xa4chsische Schweiz-Osterzgebirge,Schlo\xc3\x9fhof 2/4\n01796 Pirna,vergabestelle@landratsamt-pirna.de,Erarbeitung einer Aufgabenerstellung (Phase 1) f\xc3\xbcr die Ausarbeitung eines zukunftsorientierten Leitbildprozesses f\xc3\xbcr den Landkreis S\xc3\xa4chsische Schweiz-Osterzgebirge. Durch den Auftragnehmer soll in einer ersten Phase die Erarbeitung einer Leistungsbeschreibung entworfen werden.
401323,E60213122 Modernisierung Kompensationsanlage,"LHM, Baureferat, Verwaltung und Recht",04.08.2022,"Aug 1, 2022 until Aug 29, 2022","Aug 29, 2022, 1:30 PM",,ab Auftragserteilung until 31.01.2023,80939 München,E60213122,Modernisierung Kompensationsanlage,80939 M\xc3\xbcnchen,ab Auftragserteilung until 31.01.2023,"Aug 1, 2022 until Aug 29, 2022",,"Sep 28, 2022","Aug 23, 2022, 1:30 PM",MSE_32_ab_2020,Vergaben MSE-32 ab 2020,"LHM, Baureferat, Verwaltung und Recht",Friedenstra\xc3\x9fe 40\n81671 M\xc3\xbcnchen,bekanntmachungen.vz2.bau@muenchen.de,"Damit die Blindstromkosten und die Blindstrombelastbarkeit im Nieder- / Mittelspannungsnetz niedrig bleibt, sowie auch die Netzqualit\xc3\xa4t durch den steigenden Betrieb von nichtlinearen Verbrauchern verbessert wird, soll die bestehende Kompensationsanlage in der KVA modernisiert werden."
401321,"S22A45 Winterdienst im Bereich der SM Riem, Route Riem 2",Staatliches Bauamt Freising,04.08.2022,"Aug 4, 2022 until Aug 30, 2022","Aug 30, 2022, 9:00 AM",,01.11.2023 until 15.04.2027,81829 München,S22A45,"Winterdienst im Bereich der SM Riem, Route Riem 2",81829 M\xc3\xbcnchen,01.11.2023 until 15.04.2027,"Aug 4, 2022 until Aug 30, 2022",,"Sep 30, 2022",Date was hidden by the authority,S_22,Stra\xc3\x9fen- und Br\xc3\xbcckenbau im Staatl. Bauamt Freising,Staatliches Bauamt Freising,Am Staudengarten 2 a\n85354 Freising,vergabe@stbafs.bayern.de,There is no further information avaiable.
401319,T29213422 Straßenbau- und Entwässerungsarbeiten,"LHM, Baureferat, Verwaltung und Recht",04.08.2022,"Aug 5, 2022 until Aug 30, 2022","Aug 30, 2022, 10:40 AM",,24.10.2022 until 11.11.2022,81541 München,T29213422,Stra\xc3\x9fenbau- und Entw\xc3\xa4sserungsarbeiten,81541 M\xc3\xbcnchen,24.10.2022 until 11.11.2022,"Aug 5, 2022 until Aug 30, 2022","Aug 30, 2022, 10:40 AM","Sep 29, 2022","Aug 24, 2022, 10:40 AM",T1-VI-OBL-BD-Edelwei\xc3\x9fplatz,Entsiegelung Edelwei\xc3\x9fplatz,"LHM, Baureferat, Verwaltung und Recht",Friedenstra\xc3\x9fe 40\n81671 M\xc3\xbcnchen,bekanntmachungen.vz2.bau@muenchen.de,Entsiegelung des Edelwei\xc3\x9fplatzes
401317,A0298000301 G70 Kamerabefahrung Entwässerungsleitungen Mittelstreifen,Die Autobahn GmbH des Bundes - Niederlassung Nordbayern,04.08.2022,"Aug 4, 2022 until Aug 23, 2022","Aug 23, 2022, 9:20 AM",,12.09.2022 until 28.10.2022,08112 AS Zwickau-West - AS Zwickau-Ost,A0298000301,G70 Kamerabefahrung Entw\xc3\xa4sserungsleitungen Mittelstreifen,08112 AS Zwickau-West - AS Zwickau-Ost,12.09.2022 until 28.10.2022,"Aug 4, 2022 until Aug 23, 2022","Aug 23, 2022, 9:20 AM","Sep 16, 2022","Aug 22, 2022, 9:20 AM",A-02980-00,BAB A72 Grunderneuerung G70,Die Autobahn GmbH des Bundes - Niederlassung Nordbayern,Flaschenhofstra\xc3\x9fe 55\n90402 N\xc3\xbcrnberg,Vergabestelle@nby.autobahn.de,"ca. 7.300 m Reinigung, Inspektion und Dichtheitspr\xc3\xbcfung vorhandener Entw\xc3\xa4sserungsleitungenca. 235 St. Reinigung, Inspektion und Dichtheitspr\xc3\xbcfung vorhandener Sch\xc3\xa4chteDokumentation der InspektionBestandsunterlagen aktualisieren/erg\xc3\xa4nzen"
401315,22A0236 Inst. Hallenvorfeld Geb. 95,Staatliches Bauamt Nürnberg,04.08.2022,"Aug 5, 2022 until Aug 25, 2022","Aug 25, 2022, 9:00 AM",,19.09.2022 until 16.12.2022,91154 Roth,22A0236,Inst. Hallenvorfeld Geb. 95,91154 Roth,19.09.2022 until 16.12.2022,"Aug 5, 2022 until Aug 25, 2022","Aug 25, 2022, 9:00 AM","Sep 16, 2022","Aug 24, 2022, 9:00 AM",84102 C 2022,Bauunterhalt BImA,Staatliches Bauamt N\xc3\xbcrnberg,Zollhof 6\n90443 N\xc3\xbcrnberg,vergabe@stban.bayern.de,Erneuerung des Hallenvorfeldes in der OLK Roth mit:-Abbruch best. Asphaltfl\xc3\xa4che                      ca. 2.800 m\xc2\xb2-Herstellung neue Asphaltfl\xc3\xa4che                ca. 2.300 m\xc2\xb2-R\xc3\xbcck- und Neubau RW-Kanal                     ca. 125 m
401307,"22A0522 KKS-Sanierung, inkl. Vorarbeiten und Oberflächenbeschichtung",Staatliches Bauamt München 1,04.08.2022,"Aug 4, 2022 until Sep 6, 2022","Sep 6, 2022, 8:30 AM",,Oktober 2022 until Juni 2023,80637 München,22A0522,"KKS-Sanierung, inkl. Vorarbeiten und Oberfl\xc3\xa4chenbeschichtung",80637 M\xc3\xbcnchen,Oktober 2022 until Juni 2023,"Aug 4, 2022 until Sep 6, 2022","Sep 6, 2022, 8:30 AM","Oct 6, 2022","Sep 5, 2022, 8:30 AM",88190 C 2019,Bauunterhalt,Staatliches Bauamt M\xc3\xbcnchen 1,Peter-Auzinger-Stra\xc3\x9fe 10\n81547 M\xc3\xbcnchen,vergabe@stbam1.bayern.de,"KKS-System, inkl. Systemlayout; Betonsanierung, HDW-Arbeiten, Injektionsarbeiten, sowie Einbau von Rinnen und Gullyt\xc3\xb6pfen;"
401306,22 E 096 Planungsleistungen für die Objekt- und Freiraumplanung  gemäß Paragraph 33 ff und Paragraph 39 ff HOAI 2021,Stadt Regensburg,04.08.2022,"Aug 6, 2022 until Sep 5, 2022, 9:00 AM",,"Sep 5, 2022, 9:00 AM",Anfang 2023 until Ende 2025,"93055 Regensburg, Burgweinting",22 E 096,Planungsleistungen f\xc3\xbcr die Objekt- und Freiraumplanung  gem\xc3\xa4\xc3\x9f Paragraph 33 ff und Paragraph 39 ff HOAI 2021,"93055 Regensburg, Burgweinting",Anfang 2023 until Ende 2025,"Aug 6, 2022 until Sep 5, 2022, 9:00 AM",,"Dec 30, 2022","Sep 5, 2022, 9:00 AM",2022,Neubau Kinderhaus Kleinfeld - Heuweg,Stadt Regensburg,D.-Martin-Luther-Stra\xc3\x9fe 3\n93047 Regensburg,vergabestelle@regensburg.de,"Objekt und Freiraumplanung f\xc3\xbcr den Neubau eines 4-gruppigen Kinderhortes, mit angegliedertem Kindergarten bestehend aus 3 Kindergartengruppen und 2 Kinderkrippengruppen"
